package,package_rank,before_file_path,after_file_path,function,kind,bugfix_commit,bugfix_message,bugfix_commit_date,bugfix_before_complexity,bugfix_after_complexity,bugfix_complexity_delta,bugfix_complexity_category
numpy,1,numpy/lib/_function_base_impl.py,numpy/lib/_function_base_impl.py,rot90,function,b33f4d2b694baf9876864503a5d41fe11b9a34dd,BUG/DEPR: Disallow noninteger types for the k parameter in rot90().; [...],2026-04-27T19:42:39-04:00,11.0,12.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/arrayobject.c,numpy/_core/src/multiarray/arrayobject.c,"_clear_array_attributes( PyArrayObject * self , npy_bool unraisable)",function,bab58ec3127f95d7e63e305711bbd19f57cd0907,[...]; BUG: fix memory leak in np.zeros when fill-zero loop raises,2026-04-27T16:45:44+02:00,16.0,16.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/ctors.c,numpy/_core/src/multiarray/ctors.c,"PyArray_NewFromDescr_int( PyTypeObject * subtype , PyArray_Descr * descr , int nd , npy_intp const * dims , npy_intp const * strides , * data , int flags , PyObject * obj , PyObject * base , _NPY_CREATION_FLAGS cflags)",function,bab58ec3127f95d7e63e305711bbd19f57cd0907,[...]; BUG: fix memory leak in np.zeros when fill-zero loop raises,2026-04-27T16:45:44+02:00,54.0,54.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/nditer_pywrap.c,numpy/_core/src/multiarray/nditer_pywrap.c,"npyiter_multi_index_set( NewNpyArrayIterObject * self , PyObject * value , * NPY_UNUSED(ignored))",function,fa6d67432de1e7d5868c285b4076495d3614d227,BUG: Fix segfault in nditer.multi_index when __getitem__ raises (#31314),2026-04-23T16:44:01-06:00,10.0,11.0,1.0,Increase
numpy,1,numpy/__init__.py,numpy/__init__.py,blas_fpe_check,function,a253537e7a06e8e41a96d17b3f0ece62d93071ad,"BUG: Prevent deadlock due to downstream importing NumPy in dlopen (#31303); [...]; But if it does so, this check introduced a deadlock regression because dlopen has a recursive lock, but this breaks if the matmul is called and causes threads to spawn that also need to dlopen.; So, as a hot-fix, just only run the check on MacOS, since we are not currently aware of reports on other system (possible or not), although this did happen with certain OpenBLAS versions (and not just accelerate).; [...]",2026-04-23T10:39:17+02:00,3.0,4.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/convert.c,numpy/_core/src/multiarray/convert.c,"PyArray_ToString( PyArrayObject * self , NPY_ORDER order)",function,d3a73173a9ef321d014e10255b62ace2104af6f2,"BUG,DEP: Change logic for ``arr.view()`` to use ``_set_dtype`` (#31234); [...]; However, this is also arguably a fix. If a class dealt with it before correctly, it implemented `.dtype` attribute setting. And if not and it stumbles on it, it was likely subtly broken around `dtype` handling with views.",2026-04-20T09:38:29+02:00,14.0,14.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/convert.c,numpy/_core/src/multiarray/convert.c,"PyArray_View( PyArrayObject * self , PyArray_Descr * type , PyTypeObject * pytype)",function,d3a73173a9ef321d014e10255b62ace2104af6f2,"BUG,DEP: Change logic for ``arr.view()`` to use ``_set_dtype`` (#31234); [...]; However, this is also arguably a fix. If a class dealt with it before correctly, it implemented `.dtype` attribute setting. And if not and it stumbles on it, it was likely subtly broken around `dtype` handling with views.",2026-04-20T09:38:29+02:00,5.0,20.0,15.0,Increase
numpy,1,numpy/_core/src/multiarray/getset.c,numpy/_core/src/multiarray/getset.c,"array_descr_set( PyArrayObject * self , PyObject * arg)",function,d3a73173a9ef321d014e10255b62ace2104af6f2,"BUG,DEP: Change logic for ``arr.view()`` to use ``_set_dtype`` (#31234); [...]; However, this is also arguably a fix. If a class dealt with it before correctly, it implemented `.dtype` attribute setting. And if not and it stumbles on it, it was likely subtly broken around `dtype` handling with views.",2026-04-20T09:38:29+02:00,4.0,3.0,-1.0,Decrease
numpy,1,numpy/_core/src/multiarray/getset.c,numpy/_core/src/multiarray/getset.c,non_unique_reference( PyObject * lhs),function,d3a73173a9ef321d014e10255b62ace2104af6f2,"BUG,DEP: Change logic for ``arr.view()`` to use ``_set_dtype`` (#31234); [...]; However, this is also arguably a fix. If a class dealt with it before correctly, it implemented `.dtype` attribute setting. And if not and it stumbles on it, it was likely subtly broken around `dtype` handling with views.",2026-04-20T09:38:29+02:00,2.0,,,Deleted or renamed
numpy,1,numpy/_core/src/multiarray/npy_static_data.c,numpy/_core/src/multiarray/npy_static_data.c,intern_strings(),function,d3a73173a9ef321d014e10255b62ace2104af6f2,"BUG,DEP: Change logic for ``arr.view()`` to use ``_set_dtype`` (#31234); [...]; However, this is also arguably a fix. If a class dealt with it before correctly, it implemented `.dtype` attribute setting. And if not and it stumbles on it, it was likely subtly broken around `dtype` handling with views.",2026-04-20T09:38:29+02:00,1.0,1.0,0.0,No change
numpy,1,numpy/ma/core.py,numpy/ma/core.py,MaskedArray._set_dtype,method,d3a73173a9ef321d014e10255b62ace2104af6f2,"BUG,DEP: Change logic for ``arr.view()`` to use ``_set_dtype`` (#31234); [...]; However, this is also arguably a fix. If a class dealt with it before correctly, it implemented `.dtype` attribute setting. And if not and it stumbles on it, it was likely subtly broken around `dtype` handling with views.",2026-04-20T09:38:29+02:00,1.0,3.0,2.0,Increase
numpy,1,numpy/ma/core.py,numpy/ma/core.py,MaskedArray.dtype,method,d3a73173a9ef321d014e10255b62ace2104af6f2,"BUG,DEP: Change logic for ``arr.view()`` to use ``_set_dtype`` (#31234); [...]; However, this is also arguably a fix. If a class dealt with it before correctly, it implemented `.dtype` attribute setting. And if not and it stumbles on it, it was likely subtly broken around `dtype` handling with views.",2026-04-20T09:38:29+02:00,1.0,1.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/datetime.c,numpy/_core/src/multiarray/datetime.c,"convert_pyobject_to_datetime( PyArray_DatetimeMetaData * meta , PyObject * obj , NPY_CASTING casting , npy_datetime * out)",function,49d0be449e43a871a08ef1f991f0cf6cf419e4b6,BUG: raise warning when `np.timedelta64()` is called (#31213); [...],2026-04-20T09:32:10+02:00,33.0,37.0,4.0,Increase
numpy,1,numpy/_core/src/multiarray/datetime_busday.c,numpy/_core/src/multiarray/datetime_busday.c,"array_is_busday( PyObject * NPY_UNUSED(self) , PyObject * args , PyObject * kwds)",function,49d0be449e43a871a08ef1f991f0cf6cf419e4b6,BUG: raise warning when `np.timedelta64()` is called (#31213); [...],2026-04-20T09:32:10+02:00,17.0,17.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/datetime_busdaycal.c,numpy/_core/src/multiarray/datetime_busdaycal.c,"PyArray_HolidaysConverter( PyObject * dates_in , npy_holidayslist * holidays)",function,49d0be449e43a871a08ef1f991f0cf6cf419e4b6,BUG: raise warning when `np.timedelta64()` is called (#31213); [...],2026-04-20T09:32:10+02:00,9.0,9.0,0.0,No change
numpy,1,numpy/random/src/distributions/distributions.c,numpy/random/src/distributions/distributions.c,"random_binomial_btpe( bitgen_t * bitgen_state , RAND_INT_TYPE n , double p , binomial_t * binomial)",function,12e16ab322390059fffee12a153f10c92881f29d,BUG: Fix Stirling correction sign error in the BTPE algorithm (#31238),2026-04-17T13:58:08-06:00,23.0,23.0,0.0,No change
numpy,1,numpy/random/src/legacy/legacy-distributions.c,numpy/random/src/legacy/legacy-distributions.c,"legacy_random_binomial_btpe( bitgen_t * bitgen_state , RAND_INT_TYPE n , double p , binomial_t * binomial)",function,12e16ab322390059fffee12a153f10c92881f29d,BUG: Fix Stirling correction sign error in the BTPE algorithm (#31238),2026-04-17T13:58:08-06:00,,23.0,,New function
numpy,1,numpy/random/src/legacy/legacy-distributions.c,numpy/random/src/legacy/legacy-distributions.c,"legacy_random_binomial_original( bitgen_t * bitgen_state , double p , RAND_INT_TYPE n , binomial_t * binomial)",function,12e16ab322390059fffee12a153f10c92881f29d,BUG: Fix Stirling correction sign error in the BTPE algorithm (#31238),2026-04-17T13:58:08-06:00,4.0,4.0,0.0,No change
numpy,1,numpy/random/src/legacy/legacy-distributions.c,numpy/random/src/legacy/legacy-distributions.c,"legacy_random_multinomial( bitgen_t * bitgen_state , RAND_INT_TYPE n , RAND_INT_TYPE * mnix , double * pix , npy_intp d , binomial_t * binomial)",function,12e16ab322390059fffee12a153f10c92881f29d,BUG: Fix Stirling correction sign error in the BTPE algorithm (#31238),2026-04-17T13:58:08-06:00,1.0,4.0,3.0,Increase
numpy,1,numpy/_core/src/multiarray/convert_datatype.c,numpy/_core/src/multiarray/convert_datatype.c,"PyArray_GetBoundCastingImpl( PyArray_DTypeMeta * from , PyArray_DTypeMeta * to)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,5.0,5.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/convert_datatype.c,numpy/_core/src/multiarray/convert_datatype.c,"PyArray_ConvertToCommonType( PyObject * op , int * retn)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,16.0,17.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/ctors.c,numpy/_core/src/multiarray/ctors.c,"PyArray_CheckFromAny_int( PyObject * op , PyArray_Descr * in_descr , PyArray_DTypeMeta * in_DType , int min_depth , int max_depth , int requirements)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,10.0,10.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/ctors.c,numpy/_core/src/multiarray/ctors.c,"array_from_text( PyArray_Descr * dtype , npy_intp num , char const * sep , size_t * nread , * stream , next_element next , skip_separator skip_sep , * stream_data)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,19.0,20.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/descriptor.c,numpy/_core/src/multiarray/descriptor.c,"_convert_from_array_descr( PyObject * obj , int align)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,40.0,40.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/dtype_transfer.c,numpy/_core/src/multiarray/dtype_transfer.c,_any_to_object_auxdata_clone( NpyAuxData * auxdata),function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,3.0,4.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/dtype_transfer.c,numpy/_core/src/multiarray/dtype_transfer.c,"object_to_any_get_loop( PyArrayMethod_Context * context , int NPY_UNUSED(aligned) , int move_references , const npy_intp * NPY_UNUSED(strides) , PyArrayMethod_StridedLoop ** out_loop , NpyAuxData ** out_transferdata , NPY_ARRAYMETHOD_FLAGS * flags)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,2.0,2.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/dtype_transfer.c,numpy/_core/src/multiarray/dtype_transfer.c,_n_to_n_data_clone( NpyAuxData * data),function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,3.0,3.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/dtypemeta.c,numpy/_core/src/multiarray/dtypemeta.c,"dtypemeta_initialize_struct_from_spec( PyArray_DTypeMeta * DType , PyArrayDTypeMeta_Spec * spec , int priv)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,45.0,45.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/dtypemeta.c,numpy/_core/src/multiarray/dtypemeta.c,"dtypemeta_wrap_legacy_descriptor( _PyArray_LegacyDescr * descr , PyArray_ArrFuncs * arr_funcs , PyTypeObject * dtype_super_class , const char * name , const char * alias)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,23.0,23.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/iterators.c,numpy/_core/src/multiarray/iterators.c,PyArray_IterNew( PyObject * obj),function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,4.0,4.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/nditer_api.c,numpy/_core/src/multiarray/nditer_api.c,"npyiter_allocate_buffers( NpyIter * iter , char ** errmsg)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,8.0,9.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/nditer_constr.c,numpy/_core/src/multiarray/nditer_constr.c,NpyIter_Copy( NpyIter * iter),function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,20.0,21.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/stringdtype/dtype.c,numpy/_core/src/multiarray/stringdtype/dtype.c,"new_stringdtype_instance( PyObject * na_object , int coerce)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,16.0,16.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/stringdtype/static_string.c,numpy/_core/src/multiarray/stringdtype/static_string.c,"NpyString_dup( const npy_packed_static_string * in , npy_packed_static_string * out , npy_string_allocator * in_allocator , npy_string_allocator * out_allocator)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,7.0,8.0,1.0,Increase
numpy,1,numpy/_core/src/multiarray/textreading/field_types.c,numpy/_core/src/multiarray/textreading/field_types.c,"field_type_grow_recursive( PyArray_Descr * descr , npy_intp num_field_types , field_type ** ft , npy_intp * ft_size , npy_intp field_offset)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,14.0,14.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/textreading/field_types.c,numpy/_core/src/multiarray/textreading/field_types.c,"field_types_create( PyArray_Descr * descr , field_type ** ft)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,3.0,3.0,0.0,No change
numpy,1,numpy/_core/src/umath/stringdtype_ufuncs.cpp,numpy/_core/src/umath/stringdtype_ufuncs.cpp,"string_lrstrip_chars_strided_loop( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * auxdata)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,13.0,14.0,1.0,Increase
numpy,1,numpy/_core/src/umath/stringdtype_ufuncs.cpp,numpy/_core/src/umath/stringdtype_ufuncs.cpp,"string_lrstrip_whitespace_strided_loop( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * NPY_UNUSED(auxdata))",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,9.0,10.0,1.0,Increase
numpy,1,numpy/_core/src/umath/stringdtype_ufuncs.cpp,numpy/_core/src/umath/stringdtype_ufuncs.cpp,"string_replace_strided_loop( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * NPY_UNUSED(auxdata))",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,23.0,26.0,3.0,Increase
numpy,1,numpy/_core/src/umath/stringdtype_ufuncs.cpp,numpy/_core/src/umath/stringdtype_ufuncs.cpp,"string_expandtabs_strided_loop( PyArrayMethod_Context * context , char * const data [ ] , npy_intp const dimensions [ ] , npy_intp const strides [ ] , NpyAuxData * NPY_UNUSED(auxdata))",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,7.0,8.0,1.0,Increase
numpy,1,numpy/_core/src/umath/ufunc_object.c,numpy/_core/src/umath/ufunc_object.c,"_parse_signature( PyUFuncObject * ufunc , const char * signature)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,40.0,43.0,3.0,Increase
numpy,1,numpy/_core/src/umath/ufunc_object.c,numpy/_core/src/umath/ufunc_object.c,"ufunc_get_types( PyUFuncObject * ufunc , * NPY_UNUSED(ignored))",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,5.0,6.0,1.0,Increase
numpy,1,numpy/_core/src/umath/wrapping_array_method.c,numpy/_core/src/umath/wrapping_array_method.c,"wrapping_method_get_identity_function( PyArrayMethod_Context * context , npy_bool reduction_is_empty , char * item)",function,df889e7b545f0ba5b9552d797662eacb058c26b4,"BUG: Make a bug sweep for missing error handling, etc. (#31251)",2026-04-16T06:18:56-06:00,3.0,3.0,0.0,No change
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"_get_madvise_hugepage( PyObject * NPY_UNUSED(self) , PyObject * NPY_UNUSED(args))",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,3.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"_set_madvise_hugepage( PyObject * NPY_UNUSED(self) , PyObject * enabled_obj)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,3.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"indicate_hugepages( * p , size_t size)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,4.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"_npy_alloc_cache( npy_uintp nelem , npy_uintp esz , npy_uint msz , cache_bucket * cache , *(*alloc)(size_t))",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,8.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"_npy_free_cache( * p , npy_uintp nelem , npy_uint msz , cache_bucket * cache ,(*dealloc)(void*))",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,5.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,npy_alloc_cache( npy_uintp sz),function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,1.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"npy_alloc_cache_zero( size_t nmemb , size_t size)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,4.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"npy_free_cache( * p , npy_uintp sz)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,1.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,npy_alloc_cache_dim( npy_uintp sz),function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,2.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"npy_free_cache_dim( * p , npy_uintp sz)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,2.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"WARN_NO_RETURN( PyObject * warning , const char * msg)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,3.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,PyDataMem_NEW( size_t size),function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,4.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"PyDataMem_NEW_ZEROED( size_t nmemb , size_t size)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,4.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,PyDataMem_FREE( * ptr),function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,1.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"PyDataMem_RENEW( * ptr , size_t size)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,4.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"default_malloc( * NPY_UNUSED(ctx) , size_t size)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,2.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"default_calloc( * NPY_UNUSED(ctx) , size_t nelem , size_t elsize)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,5.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"default_realloc( * NPY_UNUSED(ctx) , * ptr , size_t new_size)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,3.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"default_free( * NPY_UNUSED(ctx) , * ptr , size_t size)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,1.0,,New function
numpy,1,numpy/_core/src/multiarray/alloc.c,numpy/_core/src/multiarray/alloc.c,"PyDataMem_UserNEW( size_t size , PyObject * mem_handler)",function,4a126b31f5d1c03d4cea052abc49d31b8667cff3,BUG: Remove thread-local allocator cache implementation (#31237),2026-04-14T08:08:41-06:00,,4.0,,New function
